Record_ID,Latitude,Longitude,Reef_Zone,Depth_m,Structural_Rugosity,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Scientific_Attribution
224,18.25312,-87.81351,Fore Reef,12.03,2.52,25.95,46.84,Resultado obtenido mediante prototipo computacional del gemelo digital
225,18.2634,-87.79321,Fore Reef,12.45,2.49,26.05,47.41,Resultado obtenido mediante prototipo computacional del gemelo digital
226,18.26411,-87.81163,Fore Reef,12.49,2.48,24.77,45.09,Resultado obtenido mediante prototipo computacional del gemelo digital
227,18.25073,-87.78611,Fore Reef,12.98,2.56,27.74,48.63,Resultado obtenido mediante prototipo computacional del gemelo digital
228,18.23773,-87.78936,Fore Reef,12.75,2.51,27.48,51.76,Resultado obtenido mediante prototipo computacional del gemelo digital
229,18.24578,-87.78925,Fore Reef,12.12,2.5,27.87,50.13,Resultado obtenido mediante prototipo computacional del gemelo digital
230,18.25589,-87.79484,Fore Reef,12.74,2.5,27.13,28.39,Resultado obtenido mediante prototipo computacional del gemelo digital
231,18.2471,-87.79471,Fore Reef,12.82,2.55,28.06,36.75,Resultado obtenido mediante prototipo computacional del gemelo digital
232,18.25009,-87.79514,Fore Reef,12.87,2.53,27.17,29.69,Resultado obtenido mediante prototipo computacional del gemelo digital
233,18.24671,-87.78773,Fore Reef,12.77,2.54,28.6,39.33,Resultado obtenido mediante prototipo computacional del gemelo digital
234,18.25518,-87.79909,Fore Reef,12.59,2.5,27.09,51.48,Resultado obtenido mediante prototipo computacional del gemelo digital
235,18.25953,-87.79852,Fore Reef,12.95,2.52,28.79,40.26,Resultado obtenido mediante prototipo computacional del gemelo digital
236,18.24289,-87.79327,Fore Reef,12.89,2.54,27.0,40.57,Resultado obtenido mediante prototipo computacional del gemelo digital
237,18.24577,-87.79075,Fore Reef,12.8,2.53,27.5,38.51,Resultado obtenido mediante prototipo computacional del gemelo digital
238,18.24283,-87.78873,Fore Reef,12.02,2.45,27.09,51.82,Resultado obtenido mediante prototipo computacional del gemelo digital
239,18.24947,-87.79341,Fore Reef,12.61,2.48,24.51,48.39,Resultado obtenido mediante prototipo computacional del gemelo digital
240,18.23891,-87.81462,Fore Reef,12.71,2.55,24.38,50.16,Resultado obtenido mediante prototipo computacional del gemelo digital
241,18.2475,-87.81035,Fore Reef,12.71,2.5,26.53,53.2,Resultado obtenido mediante prototipo computacional del gemelo digital
242,18.25743,-87.78501,Fore Reef,12.11,2.49,27.22,41.93,Resultado obtenido mediante prototipo computacional del gemelo digital
243,18.2506,-87.79668,Fore Reef,12.29,2.52,27.17,38.83,Resultado obtenido mediante prototipo computacional del gemelo digital
244,18.25835,-87.78676,Fore Reef,12.56,2.55,25.88,44.12,Resultado obtenido mediante prototipo computacional del gemelo digital
245,18.24596,-87.79894,Fore Reef,12.82,2.53,27.59,36.71,Resultado obtenido mediante prototipo computacional del gemelo digital
246,18.25928,-87.791,Fore Reef,12.77,2.53,28.29,36.77,Resultado obtenido mediante prototipo computacional del gemelo digital
247,18.24367,-87.79743,Fore Reef,12.72,2.5,25.8,37.44,Resultado obtenido mediante prototipo computacional del gemelo digital
248,18.25307,-87.81178,Fore Reef,12.74,2.5,24.45,38.31,Resultado obtenido mediante prototipo computacional del gemelo digital
249,18.23957,-87.80708,Fore Reef,12.73,2.55,26.69,45.65,Resultado obtenido mediante prototipo computacional del gemelo digital
250,18.24931,-87.78995,Fore Reef,12.48,2.5,29.33,37.91,Resultado obtenido mediante prototipo computacional del gemelo digital
251,18.24322,-87.79097,Fore Reef,12.9,2.49,27.59,43.51,Resultado obtenido mediante prototipo computacional del gemelo digital
252,18.24345,-87.79334,Fore Reef,12.65,2.52,29.69,40.76,Resultado obtenido mediante prototipo computacional del gemelo digital
253,18.24371,-87.78853,Fore Reef,12.71,2.55,27.67,50.52,Resultado obtenido mediante prototipo computacional del gemelo digital
254,18.26407,-87.78701,Fore Reef,12.42,2.56,28.19,43.83,Resultado obtenido mediante prototipo computacional del gemelo digital
255,18.23897,-87.79483,Fore Reef,12.72,2.52,26.69,44.47,Resultado obtenido mediante prototipo computacional del gemelo digital
256,18.24713,-87.80133,Fore Reef,12.82,2.51,25.96,31.63,Resultado obtenido mediante prototipo computacional del gemelo digital
257,18.23546,-87.81,Fore Reef,12.71,2.53,27.7,46.08,Resultado obtenido mediante prototipo computacional del gemelo digital
258,18.23528,-87.79074,Fore Reef,12.64,2.55,28.68,51.25,Resultado obtenido mediante prototipo computacional del gemelo digital
259,18.25988,-87.80592,Fore Reef,12.27,2.49,26.22,42.6,Resultado obtenido mediante prototipo computacional del gemelo digital
260,18.24227,-87.78727,Fore Reef,12.01,2.52,24.82,45.47,Resultado obtenido mediante prototipo computacional del gemelo digital
261,18.24857,-87.8137,Fore Reef,12.32,2.46,25.97,35.13,Resultado obtenido mediante prototipo computacional del gemelo digital
262,18.23975,-87.79137,Fore Reef,12.33,2.47,25.98,36.81,Resultado obtenido mediante prototipo computacional del gemelo digital
263,18.26235,-87.79838,Fore Reef,12.76,2.54,26.07,35.12,Resultado obtenido mediante prototipo computacional del gemelo digital
264,18.24419,-87.79533,Fore Reef,12.28,2.47,26.27,51.8,Resultado obtenido mediante prototipo computacional del gemelo digital
265,18.25333,-87.79627,Fore Reef,12.76,2.53,27.48,41.55,Resultado obtenido mediante prototipo computacional del gemelo digital
266,18.23904,-87.80556,Fore Reef,12.48,2.49,24.67,30.8,Resultado obtenido mediante prototipo computacional del gemelo digital
267,18.24174,-87.80103,Fore Reef,12.73,2.5,26.97,46.46,Resultado obtenido mediante prototipo computacional del gemelo digital
268,18.25122,-87.78596,Fore Reef,12.86,2.51,27.09,41.94,Resultado obtenido mediante prototipo computacional del gemelo digital
269,18.23994,-87.79239,Fore Reef,12.78,2.56,27.56,35.04,Resultado obtenido mediante prototipo computacional del gemelo digital
270,18.26446,-87.78551,Fore Reef,12.79,2.56,29.94,43.71,Resultado obtenido mediante prototipo computacional del gemelo digital
271,18.2387,-87.81058,Fore Reef,12.07,2.52,26.99,49.86,Resultado obtenido mediante prototipo computacional del gemelo digital
272,18.23693,-87.79572,Fore Reef,12.9,2.52,26.99,39.32,Resultado obtenido mediante prototipo computacional del gemelo digital
273,18.2494,-87.80293,Fore Reef,12.44,2.56,27.64,34.52,Resultado obtenido mediante prototipo computacional del gemelo digital
274,18.2594,-87.79272,Fore Reef,12.24,2.56,29.97,44.83,Resultado obtenido mediante prototipo computacional del gemelo digital
275,18.2517,-87.79563,Fore Reef,12.16,2.52,28.44,32.12,Resultado obtenido mediante prototipo computacional del gemelo digital
276,18.26067,-87.79956,Fore Reef,12.69,2.49,25.54,50.61,Resultado obtenido mediante prototipo computacional del gemelo digital
277,18.25834,-87.78976,Fore Reef,12.62,2.51,28.37,39.08,Resultado obtenido mediante prototipo computacional del gemelo digital
278,18.23886,-87.81445,Fore Reef,12.3,2.5,27.33,32.35,Resultado obtenido mediante prototipo computacional del gemelo digital
279,18.24415,-87.79436,Fore Reef,12.3,2.56,26.92,40.18,Resultado obtenido mediante prototipo computacional del gemelo digital
280,18.26164,-87.79391,Fore Reef,12.18,2.5,26.98,51.65,Resultado obtenido mediante prototipo computacional del gemelo digital
281,18.24005,-87.78999,Fore Reef,12.89,2.48,26.96,34.02,Resultado obtenido mediante prototipo computacional del gemelo digital
282,18.25172,-87.78895,Fore Reef,12.83,2.53,27.45,30.01,Resultado obtenido mediante prototipo computacional del gemelo digital
283,18.25649,-87.80751,Fore Reef,12.81,2.54,27.61,50.36,Resultado obtenido mediante prototipo computacional del gemelo digital
284,18.24261,-87.78849,Fore Reef,12.19,2.56,28.81,34.15,Resultado obtenido mediante prototipo computacional del gemelo digital
285,18.25473,-87.78623,Fore Reef,12.79,2.53,28.59,33.38,Resultado obtenido mediante prototipo computacional del gemelo digital
286,18.24087,-87.7902,Fore Reef,12.29,2.53,23.62,55.46,Resultado obtenido mediante prototipo computacional del gemelo digital
287,18.25092,-87.80734,Fore Reef,12.54,2.51,30.31,28.3,Resultado obtenido mediante prototipo computacional del gemelo digital
288,18.25699,-87.81218,Fore Reef,12.62,2.51,26.42,46.71,Resultado obtenido mediante prototipo computacional del gemelo digital
289,18.24649,-87.80834,Fore Reef,12.61,2.5,28.0,39.77,Resultado obtenido mediante prototipo computacional del gemelo digital
290,18.24438,-87.78757,Fore Reef,12.85,2.55,27.08,33.26,Resultado obtenido mediante prototipo computacional del gemelo digital
291,18.26279,-87.78615,Fore Reef,12.68,2.48,26.04,52.7,Resultado obtenido mediante prototipo computacional del gemelo digital
292,18.26159,-87.78986,Fore Reef,12.92,2.53,27.47,39.35,Resultado obtenido mediante prototipo computacional del gemelo digital
293,18.25837,-87.8144,Fore Reef,12.57,2.49,25.28,37.59,Resultado obtenido mediante prototipo computacional del gemelo digital
294,18.25514,-87.81406,Fore Reef,12.84,2.51,28.05,44.04,Resultado obtenido mediante prototipo computacional del gemelo digital
295,18.25239,-87.79833,Fore Reef,12.5,2.5,26.72,48.97,Resultado obtenido mediante prototipo computacional del gemelo digital
296,18.24294,-87.79366,Fore Reef,12.03,2.48,26.34,31.22,Resultado obtenido mediante prototipo computacional del gemelo digital
297,18.23666,-87.81066,Fore Reef,12.14,2.56,27.41,38.04,Resultado obtenido mediante prototipo computacional del gemelo digital
298,18.24039,-87.78621,Fore Reef,12.34,2.54,29.81,30.03,Resultado obtenido mediante prototipo computacional del gemelo digital
299,18.26264,-87.81114,Fore Reef,12.82,2.55,27.65,52.0,Resultado obtenido mediante prototipo computacional del gemelo digital
300,18.25444,-87.80484,Fore Reef,12.86,2.48,26.66,32.33,Resultado obtenido mediante prototipo computacional del gemelo digital
301,18.2436,-87.80619,Fore Reef,12.85,2.56,29.05,34.99,Resultado obtenido mediante prototipo computacional del gemelo digital
302,18.25512,-87.80545,Fore Reef,12.99,2.5,26.04,42.61,Resultado obtenido mediante prototipo computacional del gemelo digital
303,18.2546,-87.81289,Fore Reef,12.95,2.52,25.11,39.28,Resultado obtenido mediante prototipo computacional del gemelo digital
304,18.26218,-87.78984,Fore Reef,12.41,2.48,26.91,47.9,Resultado obtenido mediante prototipo computacional del gemelo digital
305,18.25213,-87.80276,Fore Reef,12.88,2.52,28.67,47.94,Resultado obtenido mediante prototipo computacional del gemelo digital
306,18.24486,-87.79667,Fore Reef,12.02,2.52,27.8,33.47,Resultado obtenido mediante prototipo computacional del gemelo digital
307,18.26335,-87.80055,Fore Reef,12.83,2.48,26.32,44.09,Resultado obtenido mediante prototipo computacional del gemelo digital
308,18.25777,-87.80064,Fore Reef,12.31,2.56,26.92,33.54,Resultado obtenido mediante prototipo computacional del gemelo digital
309,18.24918,-87.79569,Fore Reef,12.44,2.51,27.65,41.18,Resultado obtenido mediante prototipo computacional del gemelo digital
310,18.24554,-87.78505,Fore Reef,12.05,2.54,26.98,50.19,Resultado obtenido mediante prototipo computacional del gemelo digital
311,18.24284,-87.78554,Fore Reef,12.13,2.5,25.9,39.44,Resultado obtenido mediante prototipo computacional del gemelo digital
312,18.24842,-87.80571,Fore Reef,12.32,2.55,29.23,31.93,Resultado obtenido mediante prototipo computacional del gemelo digital
313,18.24377,-87.79384,Fore Reef,12.3,2.49,27.15,46.36,Resultado obtenido mediante prototipo computacional del gemelo digital
314,18.2591,-87.80684,Fore Reef,12.21,2.56,28.66,43.83,Resultado obtenido mediante prototipo computacional del gemelo digital
315,18.25832,-87.80693,Fore Reef,12.53,2.5,27.05,31.68,Resultado obtenido mediante prototipo computacional del gemelo digital
316,18.26235,-87.79543,Fore Reef,12.36,2.56,27.74,34.62,Resultado obtenido mediante prototipo computacional del gemelo digital
317,18.25646,-87.81292,Fore Reef,12.28,2.55,26.88,49.87,Resultado obtenido mediante prototipo computacional del gemelo digital
318,18.24189,-87.80781,Fore Reef,12.23,2.56,29.06,29.68,Resultado obtenido mediante prototipo computacional del gemelo digital
319,18.26363,-87.78768,Fore Reef,12.43,2.52,28.01,42.34,Resultado obtenido mediante prototipo computacional del gemelo digital
320,18.25285,-87.79118,Fore Reef,12.68,2.55,29.07,30.26,Resultado obtenido mediante prototipo computacional del gemelo digital
321,18.25573,-87.80288,Fore Reef,12.42,2.54,26.57,38.04,Resultado obtenido mediante prototipo computacional del gemelo digital
322,18.26187,-87.81183,Fore Reef,12.5,2.48,25.03,50.06,Resultado obtenido mediante prototipo computacional del gemelo digital
323,18.25478,-87.78771,Fore Reef,12.2,2.55,28.47,45.52,Resultado obtenido mediante prototipo computacional del gemelo digital
324,18.25773,-87.79753,Fore Reef,12.57,2.53,27.02,44.21,Resultado obtenido mediante prototipo computacional del gemelo digital
325,18.25566,-87.78564,Fore Reef,12.93,2.5,25.79,51.55,Resultado obtenido mediante prototipo computacional del gemelo digital
326,18.2426,-87.78772,Fore Reef,12.05,2.56,27.07,41.86,Resultado obtenido mediante prototipo computacional del gemelo digital
327,18.25909,-87.79352,Fore Reef,12.25,2.52,27.05,33.18,Resultado obtenido mediante prototipo computacional del gemelo digital
328,18.23688,-87.79054,Fore Reef,12.13,2.54,27.03,32.58,Resultado obtenido mediante prototipo computacional del gemelo digital
329,18.24811,-87.79146,Fore Reef,12.52,2.48,27.16,41.66,Resultado obtenido mediante prototipo computacional del gemelo digital
330,18.25775,-87.79119,Fore Reef,12.99,2.53,29.05,26.12,Resultado obtenido mediante prototipo computacional del gemelo digital
331,18.26211,-87.81167,Fore Reef,12.43,2.51,28.41,37.63,Resultado obtenido mediante prototipo computacional del gemelo digital
332,18.24809,-87.78613,Fore Reef,12.49,2.43,26.22,51.32,Resultado obtenido mediante prototipo computacional del gemelo digital
333,18.24846,-87.81311,Fore Reef,12.69,2.46,26.27,32.16,Resultado obtenido mediante prototipo computacional del gemelo digital
334,18.25989,-87.79813,Fore Reef,12.7,2.54,28.6,49.73,Resultado obtenido mediante prototipo computacional del gemelo digital
335,18.24451,-87.7895,Fore Reef,12.36,2.52,28.16,42.66,Resultado obtenido mediante prototipo computacional del gemelo digital
336,18.2492,-87.79609,Fore Reef,12.42,2.49,25.67,44.87,Resultado obtenido mediante prototipo computacional del gemelo digital
337,18.23659,-87.79871,Fore Reef,12.59,2.54,27.8,33.52,Resultado obtenido mediante prototipo computacional del gemelo digital
338,18.25557,-87.79223,Fore Reef,12.64,2.51,27.6,33.83,Resultado obtenido mediante prototipo computacional del gemelo digital
339,18.23831,-87.80241,Fore Reef,12.04,2.51,25.69,42.06,Resultado obtenido mediante prototipo computacional del gemelo digital
340,18.23567,-87.78893,Fore Reef,12.61,2.52,25.06,51.45,Resultado obtenido mediante prototipo computacional del gemelo digital
341,18.24291,-87.80431,Fore Reef,12.49,2.51,25.62,42.3,Resultado obtenido mediante prototipo computacional del gemelo digital
342,18.23957,-87.8097,Fore Reef,12.96,2.56,25.95,39.62,Resultado obtenido mediante prototipo computacional del gemelo digital
343,18.24001,-87.78522,Fore Reef,12.36,2.52,27.56,50.79,Resultado obtenido mediante prototipo computacional del gemelo digital
344,18.24106,-87.78642,Fore Reef,12.17,2.5,25.85,46.29,Resultado obtenido mediante prototipo computacional del gemelo digital
345,18.23556,-87.79086,Fore Reef,12.78,2.55,26.69,50.66,Resultado obtenido mediante prototipo computacional del gemelo digital
346,18.2597,-87.78862,Fore Reef,12.63,2.56,27.87,33.31,Resultado obtenido mediante prototipo computacional del gemelo digital
347,18.25034,-87.79568,Fore Reef,12.84,2.52,27.06,33.96,Resultado obtenido mediante prototipo computacional del gemelo digital
348,18.25128,-87.78565,Fore Reef,12.56,2.56,27.75,29.88,Resultado obtenido mediante prototipo computacional del gemelo digital
349,18.25266,-87.80277,Fore Reef,12.77,2.55,27.69,29.13,Resultado obtenido mediante prototipo computacional del gemelo digital
350,18.23603,-87.80989,Fore Reef,12.59,2.55,27.89,38.46,Resultado obtenido mediante prototipo computacional del gemelo digital
351,18.23573,-87.79128,Fore Reef,12.29,2.53,28.42,38.48,Resultado obtenido mediante prototipo computacional del gemelo digital
352,18.26218,-87.78909,Fore Reef,12.21,2.55,28.48,32.82,Resultado obtenido mediante prototipo computacional del gemelo digital
353,18.2568,-87.78672,Fore Reef,12.62,2.53,28.1,34.39,Resultado obtenido mediante prototipo computacional del gemelo digital
354,18.23862,-87.80222,Fore Reef,12.16,2.53,27.11,41.69,Resultado obtenido mediante prototipo computacional del gemelo digital
355,18.25832,-87.79004,Fore Reef,12.21,2.52,28.44,46.64,Resultado obtenido mediante prototipo computacional del gemelo digital
356,18.24283,-87.79886,Fore Reef,12.85,2.56,27.15,52.2,Resultado obtenido mediante prototipo computacional del gemelo digital
