Record_ID,Date,Station_Name,Region,Latitude,Longitude,Reef_Zone,Depth_m,SST_degC,SST_Anomaly_degC,DHW_degC_weeks,pH_total,Aragonite_Saturation_Omega,Turbidity_NTU,PAR_umol_m2_s,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Structural_Rugosity,Shannon_Diversity_H,Bleaching_Severity_Pct,Coral_Cover_Loss_Pct,Bleaching_Risk,Data_Source_Type,Scientific_Attribution
96,2016-07-05,Mesoamerican_Fore_01,Caribbean,18.2373,-87.81002,Fore Reef,12.5,29.61,0.07,0.77,8.032,3.2,0.9,1671.9,28.98,39.36,2.55,2.67,12.05,2.36,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
97,2016-07-08,Mesoamerican_Fore_01,Caribbean,18.24093,-87.80958,Fore Reef,12.53,29.41,-0.1,0.14,8.056,3.36,1.39,1815.5,29.89,46.73,2.56,2.69,5.51,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
98,2016-07-15,Mesoamerican_Fore_01,Caribbean,18.24263,-87.80614,Fore Reef,12.68,29.31,-0.12,0.07,8.052,3.32,0.72,1689.3,25.23,51.86,2.47,2.57,14.05,14.6,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
99,2016-07-21,Mesoamerican_Fore_01,Caribbean,18.25874,-87.78753,Fore Reef,12.31,31.53,2.19,16.68,8.054,3.2,1.28,1598.8,17.62,54.51,2.12,2.13,98.24,68.72,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
100,2016-07-27,Mesoamerican_Fore_01,Caribbean,18.23539,-87.8082,Fore Reef,12.35,30.94,1.7,16.16,8.02,2.93,1.2,1663.7,16.56,41.59,2.07,2.07,100.0,76.04,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
101,2016-08-25,Mesoamerican_Fore_01,Caribbean,18.23704,-87.80845,Fore Reef,12.47,31.11,2.57,14.09,8.035,3.02,0.66,1467.3,18.57,48.84,2.12,2.13,95.09,68.72,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
102,2016-08-28,Mesoamerican_Fore_01,Caribbean,18.2435,-87.78988,Fore Reef,12.37,30.3,1.85,10.39,8.059,3.26,0.41,1385.5,22.04,38.27,2.23,2.27,66.0,51.4,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
103,2016-09-13,Mesoamerican_Fore_01,Caribbean,18.23577,-87.7984,Fore Reef,12.99,30.38,2.41,11.48,8.055,3.22,0.76,1233.4,20.0,59.81,2.16,2.18,76.96,62.33,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
104,2016-10-04,Mesoamerican_Fore_01,Caribbean,18.26452,-87.79111,Fore Reef,12.68,28.69,1.36,0.0,8.079,3.52,0.53,1215.1,25.44,31.14,2.56,2.68,9.68,0.62,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
105,2016-10-06,Mesoamerican_Fore_01,Caribbean,18.23567,-87.78534,Fore Reef,12.97,28.44,1.17,0.0,8.092,3.65,0.42,1136.4,29.52,35.99,2.53,2.65,9.97,4.86,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
106,2016-10-12,Mesoamerican_Fore_01,Caribbean,18.25442,-87.78969,Fore Reef,12.69,29.04,1.95,0.0,8.062,3.32,0.19,1161.2,27.4,36.9,2.55,2.67,5.9,1.59,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
107,2016-10-19,Mesoamerican_Fore_01,Caribbean,18.23704,-87.80956,Fore Reef,12.89,27.29,0.39,0.0,8.082,3.68,1.27,1087.0,26.32,40.63,2.52,2.64,3.38,5.94,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
108,2016-11-01,Mesoamerican_Fore_01,Caribbean,18.23883,-87.80273,Fore Reef,12.3,26.96,0.38,0.0,8.127,3.92,1.11,1099.6,27.32,41.83,2.5,2.6,9.8,10.18,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
109,2016-11-07,Mesoamerican_Fore_01,Caribbean,18.25982,-87.80736,Fore Reef,12.04,26.88,0.44,0.0,8.104,3.85,0.44,1037.6,26.29,51.98,2.54,2.66,1.44,3.42,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
110,2016-11-13,Mesoamerican_Fore_01,Caribbean,18.25582,-87.80952,Fore Reef,12.42,26.18,-0.15,0.0,8.121,3.9,0.19,989.7,28.7,49.78,2.56,2.69,4.72,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
111,2016-11-22,Mesoamerican_Fore_01,Caribbean,18.25426,-87.80673,Fore Reef,12.12,26.15,-0.04,0.0,8.091,3.71,0.3,974.1,26.57,47.09,2.54,2.66,3.03,2.82,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
112,2016-11-24,Mesoamerican_Fore_01,Caribbean,18.24654,-87.80192,Fore Reef,12.59,26.11,-0.05,0.0,8.118,3.85,0.7,1031.2,27.53,32.7,2.56,2.69,2.42,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
113,2016-12-06,Mesoamerican_Fore_01,Caribbean,18.2609,-87.80574,Fore Reef,12.27,25.97,-0.07,0.0,8.092,3.76,0.96,997.5,29.02,41.3,2.54,2.66,4.43,3.62,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
114,2016-12-13,Mesoamerican_Fore_01,Caribbean,18.23671,-87.81087,Fore Reef,12.9,25.63,-0.38,0.0,8.139,4.14,1.06,993.6,27.83,44.17,2.53,2.65,2.4,4.57,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
115,2016-12-19,Mesoamerican_Fore_01,Caribbean,18.23751,-87.80342,Fore Reef,12.89,25.8,-0.2,0.0,8.094,3.69,0.83,976.8,26.92,32.98,2.5,2.6,12.36,10.18,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
116,2017-01-14,Mesoamerican_Fore_01,Caribbean,18.25408,-87.80305,Fore Reef,12.52,26.38,0.22,0.0,8.084,3.61,0.48,1132.6,26.53,45.64,2.51,2.62,3.18,8.02,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
117,2017-01-16,Mesoamerican_Fore_01,Caribbean,18.2621,-87.80698,Fore Reef,12.08,26.14,-0.06,0.0,8.105,3.84,0.31,1179.4,27.52,32.78,2.55,2.67,7.12,1.91,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
118,2017-01-22,Mesoamerican_Fore_01,Caribbean,18.24418,-87.81309,Fore Reef,12.01,26.36,0.07,0.0,8.151,4.13,0.3,1207.1,26.27,47.64,2.54,2.66,4.41,2.83,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
119,2017-01-25,Mesoamerican_Fore_01,Caribbean,18.24421,-87.78921,Fore Reef,12.22,26.58,0.24,0.0,8.095,3.7,0.38,1212.8,29.09,34.95,2.54,2.66,3.39,3.36,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
120,2017-02-15,Mesoamerican_Fore_01,Caribbean,18.26297,-87.78698,Fore Reef,12.47,27.23,0.43,0.0,8.092,3.64,1.08,1365.3,29.35,26.12,2.54,2.66,0.36,3.1,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
121,2017-02-20,Mesoamerican_Fore_01,Caribbean,18.25389,-87.7891,Fore Reef,12.98,26.97,0.03,0.0,8.07,3.5,0.16,1418.4,27.17,35.45,2.54,2.66,6.63,2.84,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
122,2017-02-26,Mesoamerican_Fore_01,Caribbean,18.26108,-87.7991,Fore Reef,12.41,27.29,0.19,0.0,8.085,3.53,0.38,1391.3,26.86,41.85,2.54,2.66,4.74,3.18,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
123,2017-03-01,Mesoamerican_Fore_01,Caribbean,18.26086,-87.81184,Fore Reef,12.51,26.65,-0.55,0.0,8.073,3.58,0.59,1450.6,28.58,39.46,2.52,2.64,10.07,5.98,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
124,2017-03-09,Mesoamerican_Fore_01,Caribbean,18.25732,-87.79367,Fore Reef,12.75,27.0,-0.43,0.0,8.096,3.74,0.78,1495.2,26.3,51.88,2.54,2.66,9.33,3.3,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
125,2017-03-16,Mesoamerican_Fore_01,Caribbean,18.26132,-87.7918,Fore Reef,12.03,27.5,-0.14,0.0,8.074,3.51,0.27,1599.6,28.7,30.92,2.54,2.66,7.63,2.67,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
126,2017-03-20,Mesoamerican_Fore_01,Caribbean,18.24478,-87.78638,Fore Reef,12.02,28.1,0.33,0.0,8.085,3.47,0.96,1515.9,27.35,31.18,2.51,2.63,11.09,7.5,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
127,2017-03-21,Mesoamerican_Fore_01,Caribbean,18.24518,-87.79373,Fore Reef,12.31,27.43,-0.37,0.0,8.053,3.4,0.3,1582.6,28.31,30.69,2.56,2.69,5.11,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
128,2017-03-22,Mesoamerican_Fore_01,Caribbean,18.26009,-87.79993,Fore Reef,12.8,28.31,0.48,0.0,8.05,3.37,0.47,1523.2,26.04,51.07,2.55,2.67,7.42,1.37,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
129,2017-03-28,Mesoamerican_Fore_01,Caribbean,18.24734,-87.7951,Fore Reef,12.4,28.05,0.03,0.0,8.074,3.62,0.39,1712.9,28.73,34.9,2.52,2.64,4.66,6.09,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
130,2017-04-18,Mesoamerican_Fore_01,Caribbean,18.25361,-87.80067,Fore Reef,12.77,28.64,0.01,0.0,8.053,3.3,0.95,1790.9,28.85,38.45,2.53,2.64,10.44,5.53,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
131,2017-04-19,Mesoamerican_Fore_01,Caribbean,18.26279,-87.79642,Fore Reef,12.69,28.72,0.06,0.0,8.049,3.4,1.51,1728.3,27.2,36.02,2.51,2.62,9.99,8.67,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
132,2017-04-22,Mesoamerican_Fore_01,Caribbean,18.24079,-87.80086,Fore Reef,12.38,29.12,0.38,0.0,8.051,3.21,0.54,1787.6,28.57,33.61,2.49,2.6,10.2,10.73,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
133,2017-04-27,Mesoamerican_Fore_01,Caribbean,18.25136,-87.80879,Fore Reef,12.23,28.97,0.1,0.0,8.035,3.18,0.29,1803.3,25.65,49.3,2.48,2.59,11.63,11.9,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
134,2017-05-10,Mesoamerican_Fore_01,Caribbean,18.24347,-87.81257,Fore Reef,12.73,29.16,-0.0,0.0,8.031,3.13,0.34,1908.4,24.31,44.59,2.43,2.52,17.31,19.98,Medium,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
135,2017-05-14,Mesoamerican_Fore_01,Caribbean,18.26118,-87.81239,Fore Reef,12.69,29.5,0.26,0.28,8.029,3.16,0.51,1848.5,27.13,47.46,2.52,2.63,8.12,6.77,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
136,2017-05-21,Mesoamerican_Fore_01,Caribbean,18.25874,-87.79696,Fore Reef,12.54,28.92,-0.44,0.0,8.084,3.54,0.14,1911.0,27.79,27.57,2.52,2.63,13.05,6.43,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
137,2017-05-24,Mesoamerican_Fore_01,Caribbean,18.25289,-87.80046,Fore Reef,12.38,29.57,0.17,0.21,8.047,3.32,1.26,1749.3,24.7,52.48,2.46,2.56,7.48,15.24,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
138,2017-05-29,Mesoamerican_Fore_01,Caribbean,18.25033,-87.80214,Fore Reef,12.02,29.69,0.22,0.32,8.006,3.02,1.17,1869.7,28.49,34.84,2.49,2.6,10.85,10.66,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
139,2017-06-12,Mesoamerican_Fore_01,Caribbean,18.24428,-87.7869,Fore Reef,12.5,29.89,0.31,0.71,8.029,3.04,0.69,1828.3,27.51,42.04,2.49,2.59,10.8,11.32,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
140,2017-06-22,Mesoamerican_Fore_01,Caribbean,18.24322,-87.79017,Fore Reef,12.79,29.77,0.17,0.43,8.021,3.12,0.61,1774.4,26.75,36.24,2.51,2.62,11.71,7.61,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
141,2017-07-01,Mesoamerican_Fore_01,Caribbean,18.25589,-87.80921,Fore Reef,12.53,29.46,-0.11,0.17,8.047,3.21,1.52,1776.5,25.79,47.59,2.5,2.61,10.7,9.13,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
142,2017-07-14,Mesoamerican_Fore_01,Caribbean,18.23872,-87.81136,Fore Reef,12.18,29.78,0.33,1.0,8.054,3.27,0.48,1825.8,27.92,37.51,2.52,2.64,12.02,5.94,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
143,2017-07-15,Mesoamerican_Fore_01,Caribbean,18.24657,-87.7998,Fore Reef,12.75,29.57,0.13,0.37,8.045,3.23,0.34,1684.1,26.56,34.08,2.52,2.64,10.8,5.78,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
144,2017-07-16,Mesoamerican_Fore_01,Caribbean,18.24474,-87.79482,Fore Reef,12.18,29.67,0.25,0.81,8.048,3.29,1.02,1674.5,27.01,51.42,2.5,2.61,7.56,9.14,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
145,2017-07-18,Mesoamerican_Fore_01,Caribbean,18.25876,-87.80293,Fore Reef,12.38,29.33,-0.07,0.12,8.027,2.99,0.84,1759.0,27.19,41.15,2.51,2.62,12.9,7.92,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
146,2017-07-21,Mesoamerican_Fore_01,Caribbean,18.25352,-87.78846,Fore Reef,12.4,29.4,0.05,0.32,8.07,3.4,0.37,1709.8,28.17,43.07,2.49,2.6,12.27,10.87,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
147,2017-08-06,Mesoamerican_Fore_01,Caribbean,18.23787,-87.80243,Fore Reef,12.17,30.68,1.63,16.35,8.055,3.38,0.57,1518.2,17.36,58.4,2.06,2.06,95.13,78.23,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
148,2017-08-07,Mesoamerican_Fore_01,Caribbean,18.25585,-87.81468,Fore Reef,12.85,30.28,1.25,8.98,8.042,3.15,0.54,1527.6,22.85,35.63,2.29,2.34,53.91,42.95,High,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
149,2017-08-10,Mesoamerican_Fore_01,Caribbean,18.25509,-87.80293,Fore Reef,12.63,30.61,1.65,8.92,8.057,3.29,0.56,1519.7,23.97,44.12,2.3,2.36,46.86,40.3,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
150,2017-08-22,Mesoamerican_Fore_01,Caribbean,18.26016,-87.79074,Fore Reef,12.01,29.56,0.91,0.38,8.068,3.33,0.15,1493.4,26.91,28.44,2.51,2.63,6.89,7.25,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
151,2017-09-17,Mesoamerican_Fore_01,Caribbean,18.24786,-87.79614,Fore Reef,12.63,29.26,1.37,0.05,8.058,3.3,1.55,1186.3,29.63,47.89,2.56,2.69,5.92,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
152,2017-09-24,Mesoamerican_Fore_01,Caribbean,18.26052,-87.79277,Fore Reef,12.65,29.52,1.86,0.65,8.038,3.1,0.29,1221.6,28.77,35.22,2.56,2.69,4.55,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
153,2017-10-03,Mesoamerican_Fore_01,Caribbean,18.26362,-87.78903,Fore Reef,12.67,28.22,0.83,0.0,8.048,3.31,0.27,1143.4,29.74,47.3,2.56,2.69,4.31,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
154,2017-10-08,Mesoamerican_Fore_01,Caribbean,18.25751,-87.80568,Fore Reef,12.86,27.01,-0.23,0.0,8.107,3.76,0.44,1134.5,27.78,39.52,2.53,2.65,6.07,4.47,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
155,2017-10-22,Mesoamerican_Fore_01,Caribbean,18.2649,-87.80219,Fore Reef,12.03,26.81,-0.03,0.0,8.099,3.63,0.36,1167.6,28.95,29.46,2.56,2.69,5.33,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
156,2017-10-24,Mesoamerican_Fore_01,Caribbean,18.2504,-87.79354,Fore Reef,12.2,27.12,0.33,0.0,8.077,3.59,0.34,1119.3,28.4,47.21,2.51,2.62,10.44,8.18,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
157,2017-10-26,Mesoamerican_Fore_01,Caribbean,18.23874,-87.78616,Fore Reef,12.77,27.19,0.45,0.0,8.079,3.54,0.12,1048.2,29.6,37.36,2.56,2.69,0.36,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
158,2017-10-31,Mesoamerican_Fore_01,Caribbean,18.2646,-87.80747,Fore Reef,12.91,26.44,-0.18,0.0,8.085,3.59,0.48,1072.9,29.15,31.05,2.54,2.66,2.5,2.57,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
159,2017-11-03,Mesoamerican_Fore_01,Caribbean,18.25627,-87.79737,Fore Reef,12.39,27.1,0.55,0.0,8.098,3.71,0.53,991.8,28.38,31.03,2.56,2.69,4.67,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
160,2017-11-08,Mesoamerican_Fore_01,Caribbean,18.25539,-87.79789,Fore Reef,12.94,26.47,0.02,0.0,8.075,3.65,1.66,945.1,28.62,27.94,2.56,2.69,2.51,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
161,2017-11-13,Mesoamerican_Fore_01,Caribbean,18.23772,-87.79496,Fore Reef,12.85,26.71,0.36,0.0,8.089,3.65,1.08,1011.9,26.84,45.77,2.53,2.65,6.98,4.22,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
162,2017-11-19,Mesoamerican_Fore_01,Caribbean,18.24056,-87.80954,Fore Reef,12.84,26.23,-0.02,0.0,8.093,3.72,1.33,951.4,26.5,49.91,2.53,2.65,2.16,4.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
163,2017-11-27,Mesoamerican_Fore_01,Caribbean,18.25244,-87.79345,Fore Reef,12.6,26.39,0.25,0.0,8.112,3.93,0.39,1009.4,25.93,47.51,2.52,2.63,6.07,7.04,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
164,2017-12-14,Mesoamerican_Fore_01,Caribbean,18.23819,-87.79035,Fore Reef,12.75,25.99,-0.02,0.0,8.136,4.08,0.35,1043.5,27.07,47.17,2.55,2.67,4.15,1.84,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
165,2017-12-16,Mesoamerican_Fore_01,Caribbean,18.23523,-87.80024,Fore Reef,12.28,25.97,-0.03,0.0,8.099,3.8,1.4,958.1,26.33,41.27,2.5,2.61,9.52,9.8,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
166,2017-12-27,Mesoamerican_Fore_01,Caribbean,18.25646,-87.80687,Fore Reef,12.72,26.33,0.32,0.0,8.112,3.9,0.29,959.1,26.81,50.95,2.52,2.64,5.0,6.06,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
167,2017-12-30,Mesoamerican_Fore_01,Caribbean,18.2574,-87.81462,Fore Reef,12.18,26.08,0.06,0.0,8.091,3.65,0.12,1009.2,25.25,52.47,2.52,2.64,10.43,6.22,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
168,2018-01-15,Mesoamerican_Fore_01,Caribbean,18.2469,-87.80206,Fore Reef,12.0,26.43,0.25,0.0,8.064,3.48,0.84,1089.4,29.44,39.11,2.48,2.59,9.93,12.31,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
169,2018-01-28,Mesoamerican_Fore_01,Caribbean,18.23874,-87.79543,Fore Reef,12.45,26.51,0.12,0.0,8.055,3.45,0.19,1184.1,27.45,29.31,2.56,2.69,6.53,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
170,2018-02-02,Mesoamerican_Fore_01,Caribbean,18.24999,-87.79206,Fore Reef,12.81,26.13,-0.37,0.0,8.103,3.78,0.26,1266.9,30.42,48.61,2.56,2.69,4.97,0.01,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
171,2018-02-06,Mesoamerican_Fore_01,Caribbean,18.25073,-87.79499,Fore Reef,12.91,26.85,0.26,0.0,8.074,3.56,1.09,1203.9,26.77,41.01,2.55,2.68,0.51,1.16,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
172,2018-02-08,Mesoamerican_Fore_01,Caribbean,18.24862,-87.79979,Fore Reef,12.93,26.45,-0.18,0.0,8.086,3.6,1.06,1228.7,26.81,28.96,2.53,2.64,1.03,5.48,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
173,2018-02-09,Mesoamerican_Fore_01,Caribbean,18.25118,-87.80735,Fore Reef,12.75,26.69,0.03,0.0,8.092,3.77,0.44,1191.3,27.84,39.31,2.53,2.65,2.11,4.66,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
174,2018-02-20,Mesoamerican_Fore_01,Caribbean,18.24515,-87.78758,Fore Reef,12.66,26.68,-0.26,0.0,8.095,3.73,0.31,1361.1,25.48,31.23,2.53,2.64,10.43,5.36,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
175,2018-02-25,Mesoamerican_Fore_01,Caribbean,18.2571,-87.79997,Fore Reef,12.14,27.31,0.23,0.0,8.094,3.66,0.45,1363.1,27.69,30.58,2.52,2.64,7.64,5.94,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
176,2018-03-10,Mesoamerican_Fore_01,Caribbean,18.25396,-87.79919,Fore Reef,12.68,27.5,0.04,0.0,8.088,3.56,1.18,1454.8,29.39,35.46,2.52,2.64,7.17,6.05,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
177,2018-03-24,Mesoamerican_Fore_01,Caribbean,18.26495,-87.79876,Fore Reef,12.99,28.18,0.29,0.0,8.087,3.56,0.2,1566.4,27.91,47.02,2.55,2.68,6.74,1.31,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
178,2018-04-02,Mesoamerican_Fore_01,Caribbean,18.25778,-87.79641,Fore Reef,12.51,28.24,0.07,0.0,8.078,3.54,0.89,1661.5,25.18,47.17,2.48,2.59,10.17,11.87,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
179,2018-04-07,Mesoamerican_Fore_01,Caribbean,18.244,-87.81442,Fore Reef,12.03,28.08,-0.24,0.0,8.046,3.36,0.3,1757.5,29.4,26.84,2.51,2.62,11.03,8.47,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
180,2018-04-15,Mesoamerican_Fore_01,Caribbean,18.24552,-87.79002,Fore Reef,12.91,28.8,0.25,0.0,8.075,3.44,0.56,1772.6,26.83,38.82,2.52,2.63,6.08,6.55,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
181,2018-04-21,Mesoamerican_Fore_01,Caribbean,18.24071,-87.79937,Fore Reef,12.07,28.76,0.04,0.0,8.087,3.54,0.62,1792.6,25.67,37.23,2.53,2.65,4.03,4.13,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
182,2018-04-25,Mesoamerican_Fore_01,Caribbean,18.2376,-87.80789,Fore Reef,12.12,28.77,-0.05,0.0,8.082,3.63,2.58,1629.6,28.22,38.15,2.54,2.66,0.0,2.89,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
183,2018-04-26,Mesoamerican_Fore_01,Caribbean,18.23895,-87.78839,Fore Reef,12.22,28.61,-0.23,0.0,8.051,3.34,0.1,1722.5,26.0,48.34,2.48,2.58,6.06,12.5,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
