Record_ID,Date,Station_Name,Depth_m,pH_total,Aragonite_Saturation_Omega,Shannon_Diversity_H,Bleaching_Severity_Pct,Scientific_Attribution
201,2018-10-05,Mesoamerican_Fore_01,12.56,8.066,3.53,2.55,14.09,Resultado obtenido mediante prototipo computacional del gemelo digital
202,2018-10-09,Mesoamerican_Fore_01,12.28,8.072,3.53,2.66,8.75,Resultado obtenido mediante prototipo computacional del gemelo digital
203,2018-10-10,Mesoamerican_Fore_01,12.82,8.042,3.31,2.69,6.73,Resultado obtenido mediante prototipo computacional del gemelo digital
204,2018-11-04,Mesoamerican_Fore_01,12.03,8.1,3.75,2.69,5.95,Resultado obtenido mediante prototipo computacional del gemelo digital
205,2018-11-13,Mesoamerican_Fore_01,12.12,8.09,3.75,2.68,0.36,Resultado obtenido mediante prototipo computacional del gemelo digital
206,2018-11-15,Mesoamerican_Fore_01,12.74,8.071,3.61,2.57,10.98,Resultado obtenido mediante prototipo computacional del gemelo digital
207,2018-11-18,Mesoamerican_Fore_01,13.0,8.083,3.65,2.67,7.27,Resultado obtenido mediante prototipo computacional del gemelo digital
208,2018-11-22,Mesoamerican_Fore_01,12.88,8.11,3.86,2.65,0.64,Resultado obtenido mediante prototipo computacional del gemelo digital
209,2018-11-25,Mesoamerican_Fore_01,12.0,8.117,3.87,2.69,0.84,Resultado obtenido mediante prototipo computacional del gemelo digital
210,2018-11-28,Mesoamerican_Fore_01,12.1,8.095,3.8,2.69,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
211,2018-12-03,Mesoamerican_Fore_01,12.38,8.144,4.15,2.67,3.59,Resultado obtenido mediante prototipo computacional del gemelo digital
212,2018-12-25,Mesoamerican_Fore_01,12.09,8.087,3.65,2.69,3.22,Resultado obtenido mediante prototipo computacional del gemelo digital
213,2018-12-26,Mesoamerican_Fore_01,12.34,8.082,3.66,2.62,5.36,Resultado obtenido mediante prototipo computacional del gemelo digital
214,2018-12-28,Mesoamerican_Fore_01,12.44,8.097,3.79,2.57,10.52,Resultado obtenido mediante prototipo computacional del gemelo digital
215,2018-12-30,Mesoamerican_Fore_01,12.16,8.092,3.66,2.67,9.11,Resultado obtenido mediante prototipo computacional del gemelo digital
216,2019-01-01,Mesoamerican_Fore_01,12.08,8.08,3.62,2.62,5.17,Resultado obtenido mediante prototipo computacional del gemelo digital
217,2019-01-02,Mesoamerican_Fore_01,12.42,8.069,3.61,2.64,1.38,Resultado obtenido mediante prototipo computacional del gemelo digital
218,2019-01-08,Mesoamerican_Fore_01,12.27,8.085,3.61,2.67,6.9,Resultado obtenido mediante prototipo computacional del gemelo digital
219,2019-01-14,Mesoamerican_Fore_01,12.92,8.096,3.72,2.62,6.01,Resultado obtenido mediante prototipo computacional del gemelo digital
220,2019-01-20,Mesoamerican_Fore_01,12.99,8.095,3.66,2.63,8.26,Resultado obtenido mediante prototipo computacional del gemelo digital
221,2019-02-16,Mesoamerican_Fore_01,12.8,8.079,3.66,2.69,5.65,Resultado obtenido mediante prototipo computacional del gemelo digital
222,2019-02-23,Mesoamerican_Fore_01,12.77,8.081,3.6,2.65,10.51,Resultado obtenido mediante prototipo computacional del gemelo digital
223,2019-03-17,Mesoamerican_Fore_01,12.08,8.06,3.46,2.61,4.75,Resultado obtenido mediante prototipo computacional del gemelo digital
224,2019-03-20,Mesoamerican_Fore_01,12.03,8.043,3.36,2.64,4.31,Resultado obtenido mediante prototipo computacional del gemelo digital
225,2019-03-26,Mesoamerican_Fore_01,12.45,8.049,3.31,2.59,15.55,Resultado obtenido mediante prototipo computacional del gemelo digital
226,2019-04-03,Mesoamerican_Fore_01,12.49,8.103,3.71,2.59,10.49,Resultado obtenido mediante prototipo computacional del gemelo digital
227,2019-04-14,Mesoamerican_Fore_01,12.98,8.047,3.23,2.69,5.59,Resultado obtenido mediante prototipo computacional del gemelo digital
228,2019-04-15,Mesoamerican_Fore_01,12.75,8.06,3.34,2.63,10.68,Resultado obtenido mediante prototipo computacional del gemelo digital
229,2019-04-28,Mesoamerican_Fore_01,12.12,8.091,3.58,2.61,11.15,Resultado obtenido mediante prototipo computacional del gemelo digital
230,2019-04-30,Mesoamerican_Fore_01,12.74,8.053,3.35,2.61,9.4,Resultado obtenido mediante prototipo computacional del gemelo digital
231,2019-05-02,Mesoamerican_Fore_01,12.82,8.058,3.26,2.67,11.2,Resultado obtenido mediante prototipo computacional del gemelo digital
232,2019-05-04,Mesoamerican_Fore_01,12.87,8.026,3.18,2.65,11.88,Resultado obtenido mediante prototipo computacional del gemelo digital
233,2019-05-07,Mesoamerican_Fore_01,12.77,8.017,3.04,2.65,7.37,Resultado obtenido mediante prototipo computacional del gemelo digital
234,2019-05-20,Mesoamerican_Fore_01,12.59,8.085,3.37,2.61,8.55,Resultado obtenido mediante prototipo computacional del gemelo digital
235,2019-05-22,Mesoamerican_Fore_01,12.95,8.041,3.16,2.64,8.16,Resultado obtenido mediante prototipo computacional del gemelo digital
236,2019-05-26,Mesoamerican_Fore_01,12.89,8.097,3.54,2.66,10.41,Resultado obtenido mediante prototipo computacional del gemelo digital
237,2019-05-29,Mesoamerican_Fore_01,12.8,8.043,3.15,2.64,6.19,Resultado obtenido mediante prototipo computacional del gemelo digital
238,2019-06-03,Mesoamerican_Fore_01,12.02,8.076,3.41,2.55,15.65,Resultado obtenido mediante prototipo computacional del gemelo digital
239,2019-06-12,Mesoamerican_Fore_01,12.61,8.0,2.99,2.59,12.64,Resultado obtenido mediante prototipo computacional del gemelo digital
240,2019-06-13,Mesoamerican_Fore_01,12.71,8.072,3.39,2.68,7.33,Resultado obtenido mediante prototipo computacional del gemelo digital
241,2019-07-09,Mesoamerican_Fore_01,12.71,8.098,3.54,2.6,12.08,Resultado obtenido mediante prototipo computacional del gemelo digital
242,2019-07-10,Mesoamerican_Fore_01,12.11,8.047,3.28,2.59,12.62,Resultado obtenido mediante prototipo computacional del gemelo digital
243,2019-07-12,Mesoamerican_Fore_01,12.29,8.024,3.11,2.63,8.09,Resultado obtenido mediante prototipo computacional del gemelo digital
244,2019-07-15,Mesoamerican_Fore_01,12.56,8.074,3.43,2.67,13.59,Resultado obtenido mediante prototipo computacional del gemelo digital
245,2019-07-31,Mesoamerican_Fore_01,12.82,8.035,3.15,2.65,7.9,Resultado obtenido mediante prototipo computacional del gemelo digital
246,2019-08-02,Mesoamerican_Fore_01,12.77,8.062,3.42,2.65,5.8,Resultado obtenido mediante prototipo computacional del gemelo digital
247,2019-08-05,Mesoamerican_Fore_01,12.72,8.033,3.17,2.61,8.81,Resultado obtenido mediante prototipo computacional del gemelo digital
248,2019-08-09,Mesoamerican_Fore_01,12.74,8.015,3.08,2.61,13.43,Resultado obtenido mediante prototipo computacional del gemelo digital
249,2019-09-18,Mesoamerican_Fore_01,12.73,8.044,3.39,2.68,4.52,Resultado obtenido mediante prototipo computacional del gemelo digital
250,2019-09-22,Mesoamerican_Fore_01,12.48,8.043,3.24,2.61,11.72,Resultado obtenido mediante prototipo computacional del gemelo digital
251,2019-09-24,Mesoamerican_Fore_01,12.9,8.076,3.51,2.6,8.48,Resultado obtenido mediante prototipo computacional del gemelo digital
252,2019-09-26,Mesoamerican_Fore_01,12.65,8.045,3.39,2.64,6.34,Resultado obtenido mediante prototipo computacional del gemelo digital
253,2019-10-05,Mesoamerican_Fore_01,12.71,8.061,3.43,2.68,9.77,Resultado obtenido mediante prototipo computacional del gemelo digital
254,2019-10-11,Mesoamerican_Fore_01,12.42,8.064,3.51,2.69,0.28,Resultado obtenido mediante prototipo computacional del gemelo digital
255,2019-10-19,Mesoamerican_Fore_01,12.72,8.069,3.53,2.63,4.34,Resultado obtenido mediante prototipo computacional del gemelo digital
256,2019-10-21,Mesoamerican_Fore_01,12.82,8.078,3.49,2.62,4.46,Resultado obtenido mediante prototipo computacional del gemelo digital
257,2019-10-27,Mesoamerican_Fore_01,12.71,8.06,3.54,2.64,9.01,Resultado obtenido mediante prototipo computacional del gemelo digital
258,2019-10-31,Mesoamerican_Fore_01,12.64,8.101,3.73,2.67,2.77,Resultado obtenido mediante prototipo computacional del gemelo digital
259,2019-11-01,Mesoamerican_Fore_01,12.27,8.072,3.56,2.6,9.81,Resultado obtenido mediante prototipo computacional del gemelo digital
260,2019-11-06,Mesoamerican_Fore_01,12.01,8.082,3.68,2.64,12.82,Resultado obtenido mediante prototipo computacional del gemelo digital
261,2019-11-14,Mesoamerican_Fore_01,12.32,8.086,3.67,2.56,7.69,Resultado obtenido mediante prototipo computacional del gemelo digital
262,2019-11-25,Mesoamerican_Fore_01,12.33,8.063,3.56,2.58,6.9,Resultado obtenido mediante prototipo computacional del gemelo digital
263,2019-11-29,Mesoamerican_Fore_01,12.76,8.077,3.64,2.66,2.99,Resultado obtenido mediante prototipo computacional del gemelo digital
264,2019-12-04,Mesoamerican_Fore_01,12.28,8.104,3.87,2.57,10.4,Resultado obtenido mediante prototipo computacional del gemelo digital
265,2019-12-09,Mesoamerican_Fore_01,12.76,8.093,3.86,2.65,4.49,Resultado obtenido mediante prototipo computacional del gemelo digital
266,2019-12-20,Mesoamerican_Fore_01,12.48,8.11,3.82,2.6,3.24,Resultado obtenido mediante prototipo computacional del gemelo digital
267,2019-12-24,Mesoamerican_Fore_01,12.73,8.088,3.7,2.61,8.17,Resultado obtenido mediante prototipo computacional del gemelo digital
268,2020-01-05,Mesoamerican_Fore_01,12.86,8.083,3.68,2.62,7.48,Resultado obtenido mediante prototipo computacional del gemelo digital
269,2020-01-12,Mesoamerican_Fore_01,12.78,8.11,3.78,2.69,4.36,Resultado obtenido mediante prototipo computacional del gemelo digital
270,2020-01-14,Mesoamerican_Fore_01,12.79,8.081,3.77,2.69,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
271,2020-01-15,Mesoamerican_Fore_01,12.07,8.073,3.62,2.63,3.86,Resultado obtenido mediante prototipo computacional del gemelo digital
272,2020-01-17,Mesoamerican_Fore_01,12.9,8.127,3.99,2.63,7.49,Resultado obtenido mediante prototipo computacional del gemelo digital
273,2020-01-19,Mesoamerican_Fore_01,12.44,8.116,3.94,2.68,1.62,Resultado obtenido mediante prototipo computacional del gemelo digital
274,2020-01-21,Mesoamerican_Fore_01,12.24,8.105,3.77,2.69,7.29,Resultado obtenido mediante prototipo computacional del gemelo digital
275,2020-02-10,Mesoamerican_Fore_01,12.16,8.063,3.48,2.63,0.29,Resultado obtenido mediante prototipo computacional del gemelo digital
276,2020-02-16,Mesoamerican_Fore_01,12.69,8.092,3.65,2.59,11.78,Resultado obtenido mediante prototipo computacional del gemelo digital
277,2020-02-24,Mesoamerican_Fore_01,12.62,8.086,3.6,2.62,4.21,Resultado obtenido mediante prototipo computacional del gemelo digital
278,2020-03-09,Mesoamerican_Fore_01,12.3,8.063,3.51,2.61,3.33,Resultado obtenido mediante prototipo computacional del gemelo digital
279,2020-03-11,Mesoamerican_Fore_01,12.3,8.081,3.71,2.69,6.35,Resultado obtenido mediante prototipo computacional del gemelo digital
280,2020-03-12,Mesoamerican_Fore_01,12.18,8.068,3.41,2.61,3.95,Resultado obtenido mediante prototipo computacional del gemelo digital
281,2020-03-17,Mesoamerican_Fore_01,12.89,8.059,3.45,2.58,13.1,Resultado obtenido mediante prototipo computacional del gemelo digital
282,2020-03-20,Mesoamerican_Fore_01,12.83,8.052,3.32,2.64,9.22,Resultado obtenido mediante prototipo computacional del gemelo digital
283,2020-03-22,Mesoamerican_Fore_01,12.81,8.09,3.71,2.67,3.1,Resultado obtenido mediante prototipo computacional del gemelo digital
284,2020-04-09,Mesoamerican_Fore_01,12.19,8.073,3.5,2.69,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
285,2020-04-11,Mesoamerican_Fore_01,12.79,8.029,3.17,2.64,10.52,Resultado obtenido mediante prototipo computacional del gemelo digital
286,2020-04-22,Mesoamerican_Fore_01,12.29,8.078,3.41,2.64,9.81,Resultado obtenido mediante prototipo computacional del gemelo digital
287,2020-04-29,Mesoamerican_Fore_01,12.54,8.062,3.28,2.62,10.25,Resultado obtenido mediante prototipo computacional del gemelo digital
288,2020-05-08,Mesoamerican_Fore_01,12.62,8.02,3.09,2.62,5.04,Resultado obtenido mediante prototipo computacional del gemelo digital
289,2020-05-26,Mesoamerican_Fore_01,12.61,8.072,3.53,2.61,6.31,Resultado obtenido mediante prototipo computacional del gemelo digital
290,2020-05-27,Mesoamerican_Fore_01,12.85,8.044,3.22,2.67,7.26,Resultado obtenido mediante prototipo computacional del gemelo digital
291,2020-06-06,Mesoamerican_Fore_01,12.68,8.051,3.18,2.59,14.76,Resultado obtenido mediante prototipo computacional del gemelo digital
292,2020-06-15,Mesoamerican_Fore_01,12.92,8.036,3.11,2.65,9.11,Resultado obtenido mediante prototipo computacional del gemelo digital
293,2020-07-09,Mesoamerican_Fore_01,12.57,8.047,3.22,2.59,15.13,Resultado obtenido mediante prototipo computacional del gemelo digital
294,2020-07-11,Mesoamerican_Fore_01,12.84,8.056,3.31,2.63,12.08,Resultado obtenido mediante prototipo computacional del gemelo digital
295,2020-07-24,Mesoamerican_Fore_01,12.5,8.036,3.16,2.62,9.84,Resultado obtenido mediante prototipo computacional del gemelo digital
296,2020-07-27,Mesoamerican_Fore_01,12.03,8.042,3.25,2.59,9.05,Resultado obtenido mediante prototipo computacional del gemelo digital
297,2020-09-14,Mesoamerican_Fore_01,12.14,8.059,3.31,2.69,5.35,Resultado obtenido mediante prototipo computacional del gemelo digital
298,2020-09-21,Mesoamerican_Fore_01,12.34,8.038,3.21,2.66,5.56,Resultado obtenido mediante prototipo computacional del gemelo digital
299,2020-09-23,Mesoamerican_Fore_01,12.82,8.101,3.53,2.67,5.63,Resultado obtenido mediante prototipo computacional del gemelo digital
300,2020-10-04,Mesoamerican_Fore_01,12.86,8.06,3.31,2.59,7.79,Resultado obtenido mediante prototipo computacional del gemelo digital
301,2020-10-08,Mesoamerican_Fore_01,12.85,8.069,3.52,2.69,5.7,Resultado obtenido mediante prototipo computacional del gemelo digital
302,2020-10-24,Mesoamerican_Fore_01,12.99,8.074,3.56,2.61,7.77,Resultado obtenido mediante prototipo computacional del gemelo digital
303,2020-10-27,Mesoamerican_Fore_01,12.95,8.047,3.35,2.64,1.6,Resultado obtenido mediante prototipo computacional del gemelo digital
304,2020-11-08,Mesoamerican_Fore_01,12.41,8.085,3.62,2.59,4.76,Resultado obtenido mediante prototipo computacional del gemelo digital
305,2020-11-10,Mesoamerican_Fore_01,12.88,8.064,3.54,2.63,8.17,Resultado obtenido mediante prototipo computacional del gemelo digital
306,2020-11-18,Mesoamerican_Fore_01,12.02,8.077,3.53,2.64,0.95,Resultado obtenido mediante prototipo computacional del gemelo digital
307,2020-12-03,Mesoamerican_Fore_01,12.83,8.086,3.77,2.58,7.54,Resultado obtenido mediante prototipo computacional del gemelo digital
308,2020-12-08,Mesoamerican_Fore_01,12.31,8.086,3.73,2.69,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
309,2020-12-17,Mesoamerican_Fore_01,12.44,8.074,3.62,2.62,3.25,Resultado obtenido mediante prototipo computacional del gemelo digital
310,2020-12-23,Mesoamerican_Fore_01,12.05,8.07,3.59,2.66,4.21,Resultado obtenido mediante prototipo computacional del gemelo digital
311,2020-12-24,Mesoamerican_Fore_01,12.13,8.1,3.79,2.61,7.72,Resultado obtenido mediante prototipo computacional del gemelo digital
312,2021-01-05,Mesoamerican_Fore_01,12.32,8.087,3.66,2.67,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
313,2021-01-15,Mesoamerican_Fore_01,12.3,8.102,3.82,2.6,12.96,Resultado obtenido mediante prototipo computacional del gemelo digital
314,2021-01-22,Mesoamerican_Fore_01,12.21,8.066,3.51,2.69,10.16,Resultado obtenido mediante prototipo computacional del gemelo digital
315,2021-01-31,Mesoamerican_Fore_01,12.53,8.059,3.56,2.6,11.16,Resultado obtenido mediante prototipo computacional del gemelo digital
316,2021-02-03,Mesoamerican_Fore_01,12.36,8.067,3.56,2.68,5.74,Resultado obtenido mediante prototipo computacional del gemelo digital
317,2021-02-07,Mesoamerican_Fore_01,12.28,8.056,3.33,2.67,5.58,Resultado obtenido mediante prototipo computacional del gemelo digital
318,2021-03-01,Mesoamerican_Fore_01,12.23,8.075,3.58,2.69,10.44,Resultado obtenido mediante prototipo computacional del gemelo digital
319,2021-03-06,Mesoamerican_Fore_01,12.43,8.077,3.55,2.63,5.34,Resultado obtenido mediante prototipo computacional del gemelo digital
320,2021-03-10,Mesoamerican_Fore_01,12.68,8.043,3.32,2.67,7.06,Resultado obtenido mediante prototipo computacional del gemelo digital
321,2021-03-16,Mesoamerican_Fore_01,12.42,8.063,3.57,2.65,7.05,Resultado obtenido mediante prototipo computacional del gemelo digital
322,2021-03-20,Mesoamerican_Fore_01,12.5,8.065,3.41,2.58,12.24,Resultado obtenido mediante prototipo computacional del gemelo digital
323,2021-04-02,Mesoamerican_Fore_01,12.2,8.094,3.7,2.67,7.77,Resultado obtenido mediante prototipo computacional del gemelo digital
324,2021-04-06,Mesoamerican_Fore_01,12.57,8.075,3.45,2.65,10.06,Resultado obtenido mediante prototipo computacional del gemelo digital
325,2021-04-11,Mesoamerican_Fore_01,12.93,8.054,3.29,2.61,13.23,Resultado obtenido mediante prototipo computacional del gemelo digital
326,2021-04-14,Mesoamerican_Fore_01,12.05,8.042,3.2,2.68,10.6,Resultado obtenido mediante prototipo computacional del gemelo digital
327,2021-04-23,Mesoamerican_Fore_01,12.25,8.078,3.42,2.63,14.23,Resultado obtenido mediante prototipo computacional del gemelo digital
328,2021-05-02,Mesoamerican_Fore_01,12.13,8.044,3.21,2.66,12.71,Resultado obtenido mediante prototipo computacional del gemelo digital
329,2021-05-18,Mesoamerican_Fore_01,12.52,8.019,3.07,2.58,14.09,Resultado obtenido mediante prototipo computacional del gemelo digital
330,2021-05-19,Mesoamerican_Fore_01,12.99,8.026,3.14,2.64,8.77,Resultado obtenido mediante prototipo computacional del gemelo digital
331,2021-05-30,Mesoamerican_Fore_01,12.43,8.04,3.22,2.62,7.04,Resultado obtenido mediante prototipo computacional del gemelo digital
332,2021-06-02,Mesoamerican_Fore_01,12.49,8.001,3.01,2.53,15.85,Resultado obtenido mediante prototipo computacional del gemelo digital
333,2021-06-04,Mesoamerican_Fore_01,12.69,8.034,3.2,2.56,15.99,Resultado obtenido mediante prototipo computacional del gemelo digital
334,2021-06-08,Mesoamerican_Fore_01,12.7,8.005,3.09,2.66,9.3,Resultado obtenido mediante prototipo computacional del gemelo digital
335,2021-06-09,Mesoamerican_Fore_01,12.36,8.061,3.34,2.63,3.34,Resultado obtenido mediante prototipo computacional del gemelo digital
336,2021-06-12,Mesoamerican_Fore_01,12.42,8.04,3.25,2.59,12.47,Resultado obtenido mediante prototipo computacional del gemelo digital
337,2021-06-28,Mesoamerican_Fore_01,12.59,8.063,3.21,2.66,7.28,Resultado obtenido mediante prototipo computacional del gemelo digital
