Record_ID,Date,Latitude,Longitude,Turbidity_NTU,PAR_umol_m2_s,B2_Blue_Reflectance,B3_Green_Reflectance,B4_Red_Reflectance,B8_NIR_Reflectance,Kd_490_m_inv,Scientific_Attribution
176,2018-03-10,18.25396,-87.79919,1.18,1454.8,0.0488,0.0625,0.025,0.0021,0.088,Resultado obtenido mediante prototipo computacional del gemelo digital
177,2018-03-24,18.26495,-87.79876,0.2,1566.4,0.0463,0.0695,0.0178,0.0024,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
178,2018-04-02,18.25778,-87.79641,0.89,1661.5,0.0401,0.0646,0.0181,0.003,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
179,2018-04-07,18.244,-87.81442,0.3,1757.5,0.0486,0.0685,0.0212,0.0021,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
180,2018-04-15,18.24552,-87.79002,0.56,1772.6,0.049,0.0578,0.0215,0.0022,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
181,2018-04-21,18.24071,-87.79937,0.62,1792.6,0.0498,0.0588,0.0177,0.0039,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
182,2018-04-25,18.2376,-87.80789,2.58,1629.6,0.0487,0.0611,0.0209,0.0033,0.151,Resultado obtenido mediante prototipo computacional del gemelo digital
183,2018-04-26,18.23895,-87.78839,0.1,1722.5,0.0428,0.0559,0.0208,0.0032,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
184,2018-05-11,18.24218,-87.79628,0.49,1806.6,0.0471,0.0661,0.0229,0.0034,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
185,2018-05-16,18.23521,-87.79084,1.04,1792.3,0.0421,0.067,0.0187,0.0033,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
186,2018-05-20,18.23778,-87.80302,0.35,1867.0,0.0463,0.0595,0.02,0.0031,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
187,2018-05-22,18.24582,-87.79241,0.94,1886.8,0.0402,0.0569,0.0222,0.004,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
188,2018-05-27,18.2538,-87.81414,0.21,1808.9,0.0463,0.0621,0.0248,0.0023,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
189,2018-06-15,18.25569,-87.78664,0.95,1857.3,0.0448,0.065,0.0177,0.0021,0.078,Resultado obtenido mediante prototipo computacional del gemelo digital
190,2018-07-05,18.25235,-87.79707,0.31,1830.0,0.0457,0.0678,0.0188,0.0023,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
191,2018-07-16,18.24153,-87.80749,0.54,1839.0,0.0475,0.0592,0.0173,0.0021,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
192,2018-07-22,18.24905,-87.78941,0.47,1759.0,0.0408,0.059,0.0243,0.002,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
193,2018-08-06,18.24738,-87.81199,0.38,1666.0,0.0429,0.0624,0.0175,0.0023,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
194,2018-08-23,18.26494,-87.78926,0.68,1529.2,0.0463,0.0572,0.0207,0.0031,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
195,2018-08-29,18.24147,-87.79059,0.61,1475.6,0.0436,0.0573,0.0172,0.0038,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
196,2018-08-31,18.25604,-87.81457,0.67,1411.9,0.0465,0.0699,0.0212,0.003,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
197,2018-09-02,18.24139,-87.79677,0.27,1437.6,0.0405,0.0591,0.0226,0.0033,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
198,2018-09-07,18.24282,-87.80609,0.79,1366.3,0.0459,0.0555,0.0173,0.0024,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
199,2018-09-13,18.24322,-87.8054,0.25,1330.1,0.0403,0.0596,0.0234,0.0031,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
200,2018-09-14,18.24924,-87.80416,0.37,1234.0,0.0452,0.0614,0.0207,0.0029,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
201,2018-10-05,18.26225,-87.79686,0.33,1231.7,0.0445,0.0663,0.0232,0.0035,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
202,2018-10-09,18.24395,-87.79483,0.32,1178.2,0.0499,0.0634,0.0226,0.003,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
203,2018-10-10,18.26251,-87.7975,0.39,1153.3,0.0491,0.0691,0.0236,0.0026,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
204,2018-11-04,18.2525,-87.79296,0.19,1020.7,0.0462,0.0681,0.0213,0.0036,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
205,2018-11-13,18.26096,-87.79691,0.34,1001.1,0.0453,0.0592,0.0188,0.003,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
206,2018-11-15,18.25099,-87.80086,0.44,1007.6,0.0428,0.0568,0.0175,0.0037,0.055,Resultado obtenido mediante prototipo computacional del gemelo digital
207,2018-11-18,18.2554,-87.80891,0.48,969.2,0.0443,0.067,0.0244,0.0034,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
208,2018-11-22,18.23979,-87.78843,0.17,984.4,0.0451,0.0624,0.0175,0.0032,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
209,2018-11-25,18.23803,-87.80903,0.36,1188.2,0.0461,0.0674,0.0214,0.0024,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
210,2018-11-28,18.25578,-87.80769,0.93,919.9,0.0435,0.0638,0.0228,0.0025,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
211,2018-12-03,18.2498,-87.81488,0.21,904.6,0.0484,0.064,0.019,0.0033,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
212,2018-12-25,18.24008,-87.80937,0.13,967.5,0.0487,0.0633,0.0178,0.0023,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
213,2018-12-26,18.26209,-87.81347,0.28,1014.8,0.0467,0.0613,0.0235,0.0029,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
214,2018-12-28,18.25027,-87.81313,0.33,1136.2,0.0485,0.0667,0.0231,0.0024,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
215,2018-12-30,18.2561,-87.81435,0.42,1013.6,0.0467,0.0622,0.0213,0.0021,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
216,2019-01-01,18.24083,-87.79814,1.17,931.4,0.044,0.0647,0.0174,0.0036,0.088,Resultado obtenido mediante prototipo computacional del gemelo digital
217,2019-01-02,18.26437,-87.80341,0.46,1012.8,0.0473,0.0646,0.0172,0.003,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
218,2019-01-08,18.26105,-87.80258,0.66,1081.0,0.0469,0.065,0.021,0.0024,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
219,2019-01-14,18.25396,-87.79989,0.23,1086.5,0.0459,0.0552,0.0237,0.0024,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
220,2019-01-20,18.26176,-87.79301,0.63,1236.1,0.0431,0.0607,0.0208,0.0028,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
221,2019-02-16,18.26256,-87.80179,1.23,1337.7,0.0407,0.0651,0.0248,0.0033,0.09,Resultado obtenido mediante prototipo computacional del gemelo digital
222,2019-02-23,18.23877,-87.80567,0.37,1388.2,0.042,0.0582,0.0232,0.0021,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
223,2019-03-17,18.25704,-87.80744,0.97,1440.5,0.0446,0.064,0.0198,0.002,0.079,Resultado obtenido mediante prototipo computacional del gemelo digital
224,2019-03-20,18.25312,-87.81351,1.03,1598.1,0.0471,0.061,0.0223,0.0031,0.081,Resultado obtenido mediante prototipo computacional del gemelo digital
225,2019-03-26,18.2634,-87.79321,0.25,1664.5,0.0424,0.0663,0.0227,0.0027,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
226,2019-04-03,18.26411,-87.81163,0.81,1723.8,0.0495,0.0553,0.0216,0.0034,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
227,2019-04-14,18.25073,-87.78611,0.58,1715.1,0.0455,0.0612,0.0249,0.003,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
228,2019-04-15,18.23773,-87.78936,0.72,1645.2,0.0473,0.0549,0.0212,0.0027,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
229,2019-04-28,18.24578,-87.78925,0.35,1925.7,0.0426,0.0637,0.022,0.0026,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
230,2019-04-30,18.25589,-87.79484,0.56,1797.2,0.0441,0.0594,0.0194,0.0024,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
231,2019-05-02,18.2471,-87.79471,0.23,1789.9,0.0428,0.0653,0.0244,0.0026,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
232,2019-05-04,18.25009,-87.79514,0.64,1903.3,0.0406,0.0608,0.0248,0.0024,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
233,2019-05-07,18.24671,-87.78773,0.24,1900.8,0.0405,0.0548,0.0186,0.0037,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
234,2019-05-20,18.25518,-87.79909,0.1,1990.0,0.0425,0.0679,0.0234,0.0032,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
235,2019-05-22,18.25953,-87.79852,1.97,1822.7,0.0455,0.0633,0.0238,0.0028,0.124,Resultado obtenido mediante prototipo computacional del gemelo digital
236,2019-05-26,18.24289,-87.79327,0.33,1808.1,0.0423,0.059,0.0217,0.002,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
237,2019-05-29,18.24577,-87.79075,0.16,1796.8,0.0434,0.0597,0.0221,0.0036,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
238,2019-06-03,18.24283,-87.78873,0.94,1790.8,0.0431,0.0574,0.0194,0.0025,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
239,2019-06-12,18.24947,-87.79341,1.04,1786.0,0.0494,0.0554,0.0245,0.0038,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
240,2019-06-13,18.23891,-87.81462,0.31,1917.0,0.0407,0.0627,0.0234,0.0037,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
241,2019-07-09,18.2475,-87.81035,1.3,1763.8,0.0408,0.0662,0.0226,0.0023,0.094,Resultado obtenido mediante prototipo computacional del gemelo digital
242,2019-07-10,18.25743,-87.78501,0.68,1740.8,0.0485,0.0691,0.0178,0.0037,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
243,2019-07-12,18.2506,-87.79668,0.29,1773.2,0.0451,0.0668,0.0178,0.0027,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
244,2019-07-15,18.25835,-87.78676,0.89,1648.4,0.0417,0.069,0.0233,0.0039,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
245,2019-07-31,18.24596,-87.79894,0.64,1614.1,0.0423,0.058,0.0194,0.0022,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
246,2019-08-02,18.25928,-87.791,0.57,1616.1,0.0494,0.0681,0.0184,0.0029,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
247,2019-08-05,18.24367,-87.79743,0.4,1676.4,0.0495,0.0582,0.0241,0.0029,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
248,2019-08-09,18.25307,-87.81178,0.35,1641.9,0.0485,0.0606,0.0206,0.0024,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
249,2019-09-18,18.23957,-87.80708,0.7,1262.0,0.0423,0.0677,0.0179,0.003,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
250,2019-09-22,18.24931,-87.78995,0.18,1268.3,0.0496,0.0669,0.0204,0.0029,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
251,2019-09-24,18.24322,-87.79097,0.14,1398.9,0.0423,0.0542,0.0232,0.0027,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
252,2019-09-26,18.24345,-87.79334,0.88,1270.9,0.0453,0.0656,0.0247,0.0035,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
253,2019-10-05,18.24371,-87.78853,0.13,1245.2,0.0477,0.057,0.0246,0.0039,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
254,2019-10-11,18.26407,-87.78701,1.01,1106.3,0.0401,0.0615,0.0225,0.0029,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
255,2019-10-19,18.23897,-87.79483,0.56,1049.0,0.0467,0.0648,0.0171,0.0026,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
256,2019-10-21,18.24713,-87.80133,0.35,1145.4,0.0437,0.0549,0.0212,0.003,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
257,2019-10-27,18.23546,-87.81,1.34,964.5,0.0407,0.059,0.0207,0.0021,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
258,2019-10-31,18.23528,-87.79074,0.9,996.7,0.0466,0.0648,0.02,0.002,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
259,2019-11-01,18.25988,-87.80592,0.57,1159.0,0.0415,0.0622,0.0181,0.0032,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
260,2019-11-06,18.24227,-87.78727,0.12,1094.1,0.044,0.0542,0.0213,0.0024,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
261,2019-11-14,18.24857,-87.8137,0.33,926.6,0.0462,0.0696,0.0194,0.0026,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
262,2019-11-25,18.23975,-87.79137,0.32,938.3,0.049,0.0581,0.0224,0.0022,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
263,2019-11-29,18.26235,-87.79838,0.49,1055.7,0.0413,0.0688,0.0195,0.0032,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
264,2019-12-04,18.24419,-87.79533,2.42,841.8,0.0488,0.0634,0.0238,0.0029,0.144,Resultado obtenido mediante prototipo computacional del gemelo digital
265,2019-12-09,18.25333,-87.79627,1.11,910.3,0.049,0.0643,0.0173,0.0037,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
266,2019-12-20,18.23904,-87.80556,0.28,1000.1,0.0433,0.059,0.0174,0.0022,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
267,2019-12-24,18.24174,-87.80103,0.65,999.0,0.0476,0.0615,0.0187,0.0037,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
268,2020-01-05,18.25122,-87.78596,0.37,1088.2,0.0461,0.0594,0.0173,0.0027,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
269,2020-01-12,18.23994,-87.79239,0.55,1124.7,0.0436,0.0662,0.0231,0.0029,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
270,2020-01-14,18.26446,-87.78551,0.16,1091.2,0.0453,0.0563,0.0222,0.0035,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
271,2020-01-15,18.2387,-87.81058,0.27,1119.8,0.0471,0.0547,0.0187,0.0022,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
272,2020-01-17,18.23693,-87.79572,1.04,1103.8,0.0405,0.0586,0.0178,0.0033,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
273,2020-01-19,18.2494,-87.80293,1.14,1181.2,0.044,0.0664,0.0192,0.003,0.086,Resultado obtenido mediante prototipo computacional del gemelo digital
274,2020-01-21,18.2594,-87.79272,0.62,1124.4,0.0414,0.0664,0.0199,0.0027,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
275,2020-02-10,18.2517,-87.79563,0.21,1249.4,0.0414,0.0563,0.0234,0.0039,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
276,2020-02-16,18.26067,-87.79956,0.88,1253.8,0.0403,0.0662,0.0194,0.003,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
277,2020-02-24,18.25834,-87.78976,0.26,1334.1,0.0461,0.0604,0.021,0.0024,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
278,2020-03-09,18.23886,-87.81445,0.26,1525.4,0.0421,0.0668,0.0188,0.0032,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
279,2020-03-11,18.24415,-87.79436,0.56,1404.7,0.0495,0.056,0.0206,0.0039,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
280,2020-03-12,18.26164,-87.79391,0.42,1532.0,0.0487,0.0644,0.0219,0.0025,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
281,2020-03-17,18.24005,-87.78999,0.53,1542.3,0.0421,0.0698,0.022,0.002,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
282,2020-03-20,18.25172,-87.78895,0.34,1582.8,0.0459,0.0665,0.023,0.0025,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
283,2020-03-22,18.25649,-87.80751,0.84,1585.5,0.0481,0.0554,0.0228,0.0027,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
284,2020-04-09,18.24261,-87.78849,0.18,1736.0,0.0469,0.0612,0.0244,0.0032,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
285,2020-04-11,18.25473,-87.78623,1.44,1763.9,0.0462,0.0681,0.0207,0.0022,0.1,Resultado obtenido mediante prototipo computacional del gemelo digital
286,2020-04-22,18.24087,-87.7902,0.34,1778.3,0.042,0.0693,0.0186,0.0022,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
287,2020-04-29,18.25092,-87.80734,0.42,1773.7,0.0413,0.0596,0.0225,0.0034,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
288,2020-05-08,18.25699,-87.81218,0.41,1808.7,0.0478,0.0616,0.02,0.0027,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
289,2020-05-26,18.24649,-87.80834,0.43,1950.0,0.0456,0.0595,0.0198,0.0033,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
290,2020-05-27,18.24438,-87.78757,0.56,1912.2,0.0486,0.0583,0.0214,0.0034,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
291,2020-06-06,18.26279,-87.78615,0.89,1852.2,0.044,0.0691,0.0247,0.0039,0.075,Resultado obtenido mediante prototipo computacional del gemelo digital
292,2020-06-15,18.26159,-87.78986,1.36,1776.2,0.0444,0.0634,0.0202,0.0031,0.096,Resultado obtenido mediante prototipo computacional del gemelo digital
293,2020-07-09,18.25837,-87.8144,0.37,1817.8,0.0442,0.0621,0.0175,0.0039,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
294,2020-07-11,18.25514,-87.81406,0.33,1797.6,0.0456,0.0681,0.0218,0.0038,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
295,2020-07-24,18.25239,-87.79833,0.65,1593.4,0.0405,0.0556,0.0215,0.0025,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
296,2020-07-27,18.24294,-87.79366,1.53,1576.5,0.0454,0.0616,0.0218,0.0037,0.104,Resultado obtenido mediante prototipo computacional del gemelo digital
297,2020-09-14,18.23666,-87.81066,0.43,1299.4,0.0489,0.0615,0.0205,0.0029,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
298,2020-09-21,18.24039,-87.78621,0.24,1264.6,0.0486,0.0597,0.0193,0.0022,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
299,2020-09-23,18.26264,-87.81114,0.62,1252.5,0.049,0.0681,0.0244,0.0035,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
300,2020-10-04,18.25444,-87.80484,0.71,1195.1,0.0477,0.0579,0.0183,0.0022,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
